you did drop them ; did you drop them ?
you did drop your paper ; did you drop your paper ?
you did drop your spoon ; did you drop your spoon ?
you did dry her hair well ; did you dry her hair well ?
you did dry the dolly after her bath ; did you dry the dolly after her bath ?
you did dry this little girl ; did you dry this little girl ?
you did eat ; did you eat ?
you did eat all of that ; did you eat all of that ?
you did eat an apricot this morning ; did you eat an apricot this morning ?
you did eat any ; did you eat any ?
you did eat any of them ; did you eat any of them ?
you did eat anything else at Pierre and Maryse 's ; did you eat anything else at Pierre and Maryse 's ?
you did eat at Karen 's last night ; did you eat at Karen 's last night ?
you did eat at the big table or the little table ; did you eat at the big table or the little table ?
you did eat at the park last week ; did you eat at the park last week ?
you did eat at the restaurant ; did you eat at the restaurant ?
you did eat cake at your birthday party ; did you eat cake at your birthday party ?
you did eat carrots tonight ; did you eat carrots tonight ?
you did eat chicken ; did you eat chicken ?
you did eat chicken ; did you eat chicken ?
you did eat dog food ; did you eat dog food ?
you did eat down at Jo_ann 's ; did you eat down at Jo_ann 's ?
you did eat hamburger ; did you eat hamburger ?
you did eat his mustache ; did you eat his mustache ?
you did eat it ; did you eat it ?
you did eat it all up ; did you eat it all up ?
you did eat it with your hand ; did you eat it with your hand ?
you did eat lunch there ; did you eat lunch there ?
you did eat pigeons ; did you eat pigeons ?
you did eat supper at Karen 's house ; did you eat supper at Karen 's house ?
you did eat supper at Spencer 's house ; did you eat supper at Spencer 's house ?
you did eat supper there ; did you eat supper there ?
you did eat supper with them ; did you eat supper with them ?
you did eat the other one ; did you eat the other one ?
you did eat the whole thing ; did you eat the whole thing ?
you did eat them all ; did you eat them all ?
you did eat too much last night ; did you eat too much last night ?
you did eat your crackers ; did you eat your crackers ?
you did ever catch one ; did you ever catch one ?
you did ever do that ; did you ever do that ?
you did ever feed the chickens at Miriam and Nick 's house ; did you ever feed the chickens at Miriam and Nick 's house ?
you did ever go to Centerville in Toronto ; did you ever go to Centerville in Toronto ?
you did ever go to the ocean beach with big waves ; did you ever go to the ocean beach with big waves ?
you did ever have a hotdog ; did you ever have a hotdog ?
you did ever have a kite ; did you ever have a kite ?
you did ever have something called flupperc millerc ; did you ever have something called flupperc millerc ?
you did ever have that ; did you ever have that ?
you did ever have your tonsils out ; did you ever have your tonsils out ?
you did ever have your tonsils out ; did you ever have your tonsils out ?
you did ever make a snowman ; did you ever make a snowman ?
you did ever put your hand in em and make his mouth open ; did you ever put your hand in em and make his mouth open ?
you did ever see a barn in the water ; did you ever see a barn in the water ?
you did ever see a green elephant ; did you ever see a green elephant ?
you did ever see a helicopter in the sky ; did you ever see a helicopter in the sky ?
you did ever see a house going up ; did you ever see a house going up ?
you did ever see a little girl with white hair ; did you ever see a little girl with white hair ?
you did ever see a pink squirrel ; did you ever see a pink squirrel ?
you did ever see a real one ; did you ever see a real one ?
you did ever see a real one ; did you ever see a real one ?
you did ever see a tree dancing ; did you ever see a tree dancing ?
you did ever see a whale ; did you ever see a whale ?
you did ever see anyone do that ; did you ever see anyone do that ?
you did ever see one ; did you ever see one ?
you did ever see that ; did you ever see that ?
you did ever see that before ; did you ever see that before ?
you did ever see these around ; did you ever see these around ?
you did ever slide ; did you ever slide ?
you did ever swallow it ; did you ever swallow it ?
you did ever think of that ; did you ever think of that ?
you did ever use a pencil sharpener ; did you ever use a pencil sharpener ?
you did fall ; did you fall ?
you did fall ; did you fall ?
you did fall down ; did you fall down ?
you did fall down ; did you fall down ?
you did fall down ; did you fall down ?
you did fall down ; did you fall down ?
you did fall down ; did you fall down ?
you did fall down on the floor ; did you fall down on the floor ?
you did fall down there ; did you fall down there ?
you did fall down when we were going down the hill at Santa Cruz ; did you fall down when we were going down the hill at Santa Cruz ?
you did fall in Gail 's swimming pool ; did you fall in Gail 's swimming pool ?
you did fall in the snow ; did you fall in the snow ?
you did fall in the water ; did you fall in the water ?
you did fall in the water when you went with Linda ; did you fall in the water when you went with Linda ?
you did fall off the bike ; did you fall off the bike ?
you did fall on the cement ; did you fall on the cement ?
you did fall out of bed at Cinda 's house ; did you fall out of bed at Cinda 's house ?
you did feed chickens this morning ; did you feed chickens this morning ?
you did feed dolly ; did you feed dolly ?
you did feed her ; did you feed her ?
you did feed him ; did you feed him ?
you did feed him and put him to sleep and everything ; did you feed him and put him to sleep and everything ?
you did feed Kirsten ; did you feed Kirsten ?
you did feed the baby ; did you feed the baby ?
you did feed the baby goats at the zoo ; did you feed the baby goats at the zoo ?
you did feed the ducks ; did you feed the ducks ?
you did feed the goats today ; did you feed the goats today ?
you did feed the goats too ; did you feed the goats too ?
you did feed the llamas ; did you feed the llamas ?
you did feed the monkeys ; did you feed the monkeys ?
you did feed the sheep ; did you feed the sheep ?
you did feed them already ; did you feed them already ?
you did feed them yesterday already ; did you feed them yesterday already ?
you did feel better  now that those toothies are out ; did you feel better  now that those toothies are out ?
you did figure it was stolen ; did you figure it was stolen ?
you did figure what this animal is yet ; did you figure what this animal is yet ?
you did fill my cup ; did you fill my cup ?
you did finally go to sleep though ; did you finally go to sleep though ?
you did find a pencil ; did you find a pencil ?
you did find any eggs today ; did you find any eggs today ?
you did find anything else up there ; did you find anything else up there ?
you did find him ; did you find him ?
you did find it ; did you find it ?
you did find it in Cambridge ; did you find it in Cambridge ?
you did find it on the wall ; did you find it on the wall ?
you did find some ; did you find some ?
you did find some tiny ones ; did you find some tiny ones ?
you did find some toes ; did you find some toes ?
you did find some yourself ; did you find some yourself ?
you did find the bicycle ; did you find the bicycle ?
you did find the cow ; did you find the cow ?
you did find the little red bicycle ; did you find the little red bicycle ?
you did find the penny ; did you find the penny ?
you did find them ; did you find them ?
you did find them on the ground ; did you find them on the ground ?
you did find Tickles ; did you find Tickles ?
you did finish drawing ; did you finish drawing ?
you did finish drawing ; did you finish drawing ?
you did finish it ; did you finish it ?
you did finish playing with them ; did you finish playing with them ?
you did finish the puzzle ; did you finish the puzzle ?
you did finish the puzzle ; did you finish the puzzle ?
you did finish the puzzle ; did you finish the puzzle ?
you did finish yours already ; did you finish yours already ?
you did fix it ; did you fix it ?
you did fix it ; did you fix it ?
you did fix the dog already ; did you fix the dog already ?
you did fix them ; did you fix them ?
you did forget ; did you forget ?
cha did forget how ; did you forget how ?
you did forget it ; did you forget it ?
you did forget one piece ; did you forget one piece ?
you did get a present at Pierre and Maryse 's ; did you get a present at Pierre and Maryse 's ?
you did get a shampoo last night ; did you get a shampoo last night ?
you did get all of them ; did you get all of them ?
you did get all of them out ; did you get all of them out ?
you did get all that ; did you get all that ?
you did get all that up there ; did you get all that up there ?
you did get all the animals out ; did you get all the animals out ?
you did get all the shaving cream off ; did you get all the shaving cream off ?
you did get an announcement from Gail ; did you get an announcement from Gail ?
you did get any more Christmas cards ; did you get any more Christmas cards ?
you did get any presents ; did you get any presents ?
you did get flowers in Santa Cruz ; did you get flowers in Santa Cruz ?
you did get hair in your mouth from the doggy ; did you get hair in your mouth from the doggy ?
you did get here in one step ; did you get here in one step ?
you did get him out ; did you get him out ?
you did get him out ; did you get him out ?
you did get hurt ; did you get hurt ?
you did get hurt very badly ; did you get hurt very badly ?
you did get hurt with prickers from a rose ; did you get hurt with prickers from a rose ?
you did get icecream when you were at Nola 's house ; did you get icecream when you were at Nola 's house ?
you did get it all ; did you get it all ?
you did get it at McDonald 's ; did you get it at McDonald 's ?
you did get mad ; did you get mad ?
you did get mud on it ; did you get mud on it ?
you did get naked ; did you get naked ?
you did get new slippers ; did you get new slippers ?
you did get new sneakers yesterday ; did you get new sneakers yesterday ?
you did get out of the crib this morning and and and lie down on the floor ; did you get out of the crib this morning and and and lie down on the floor ?
you did get presents at your birthday ; did you get presents at your birthday ?
you did get presents for your birthday ; did you get presents for your birthday ?
you did get scared ; did you get scared ?
you did get soap in your eyes ; did you get soap in your eyes ?
you did get some ; did you get some ?
you did get some clay on your nose ; did you get some clay on your nose ?
you did get some in your eye ; did you get some in your eye ?
you did get some more cards this morning ; did you get some more cards this morning ?
you did get stepped on ; did you get stepped on ?
you did get stuck ; did you get stuck ?
you did get that in Nonna 's house ; did you get that in Nonna 's house ?
you did get the ball ; did you get the ball ?
you did get the dolphin yesterday ; did you get the dolphin yesterday ?
cha did get the milk ; did you get the milk ?
cha did get the part ; did you get the part ?
you did get them ; did you get them ?
you did get them yesterday ; did you get them yesterday ?
you did get those ; did you get those ?
you did get those beads ; did you get those beads ?
you did get those for your birthday too ; did you get those for your birthday too ?
you did get tired on the hike ; did you get tired on the hike ?
you did get valentines ; did you get valentines ?
you did get warm when you got out ; did you get warm when you got out ?
you did get wet ; did you get wet ?
you did get wet ; did you get wet ?
you did get wet though ; did you get wet though ?
you did get your fingers stuck in there ; did you get your fingers stuck in there ?
you did get your picture taken ; did you get your picture taken ?
you did give a bite ; did you give a bite ?
you did give cupcakes to each child ; did you give cupcakes to each child ?
you did give her a shot to make her better ; did you give her a shot to make her better ?
you did give her a wet kiss ; did you give her a wet kiss ?
you did give her an aspirin ; did you give her an aspirin ?
you did give me Millisandy ; did you give me Millisandy ?
you did give one to Papa ; did you give one to Papa ?
you did give Spencer a train for Christmas ; did you give Spencer a train for Christmas ?
you did give them a fish game ; did you give them a fish game ?
you did give them some fish ; did you give them some fish ?
you did give this dolly a hug ; did you give this dolly a hug ?
you did give your Mommy a present for Mother 's day ; did you give your Mommy a present for Mother 's day ?
you did give your pig a name ; did you give your pig a name ?
you did go ; did you go ?
you did go ; did you go ?
you did go and say goodbye to Linda when she went on the bus ; did you go and say goodbye to Linda when she went on the bus ?
you did go and see them the other day ; did you go and see them the other day ?
you did go and visit Rachel and Becca yesterday ; did you go and visit Rachel and Becca yesterday ?
you did go away this morning ; did you go away this morning ?
you did go boing ; did you go boing ?
you did go down a hill ; did you go down a hill ?
you did go down the slide ; did you go down the slide ?
you did go down to Stop and Shop last week ; did you go down to Stop and Shop last week ?
you did go fast or slow on the slide ; did you go fast or slow on the slide ?
you did go fishing with it ; did you go fishing with it ?
you did go fishing with it ; did you go fishing with it ?
you did go for a ride in his car yesterday ; did you go for a ride in his car yesterday ?
you did go for a ride on the motorcycle ; did you go for a ride on the motorcycle ?
you did go for a trip to find milk with him ; did you go for a trip to find milk with him ?
you did go for a walk ; did you go for a walk ?
you did go for a walk ; did you go for a walk ?
you did go for a walk with Mommy ; did you go for a walk with Mommy ?
you did go in ; did you go in ?
you did go in an airplane ; did you go in an airplane ?
you did go in it ; did you go in it ?
you did go in the boat at the park ; did you go in the boat at the park ?
you did go in the car last night ; did you go in the car last night ?
you did go in the water with your feet ; did you go in the water with your feet ?
you did go in with your feet ; did you go in with your feet ?
you did go in woods ; did you go in woods ?
you did go inside with the goats ; did you go inside with the goats ?
you did go into the sand in the beach ; did you go into the sand in the beach ?
you did go on a big boat ; did you go on a big boat ?
you did go on a horse too ; did you go on a horse too ?
you did go on a horse with Linda ; did you go on a horse with Linda ?
you did go on a long walk yesterday with Nonna to get this present ; did you go on a long walk yesterday with Nonna to get this present ?
you did go on a slide ; did you go on a slide ?
you did go on a swing today ; did you go on a swing today ?
you did go on a train in the zoo ; did you go on a train in the zoo ?
you did go on a train once ; did you go on a train once ?
you did go on an airplane ; did you go on an airplane ?
you did go on an airplane once ; did you go on an airplane once ?
you did go on an elephant slide yesterday ; did you go on an elephant slide yesterday ?
you did go on some animals ; did you go on some animals ?
you did go on swings ; did you go on swings ?
you did go on the boat ; did you go on the boat ?
you did go on the horsie ; did you go on the horsie ?
you did go on the merrygoround at the zoo ; did you go on the merrygoround at the zoo ?
you did go on the slide at the park ; did you go on the slide at the park ?
you did go on the snow ; did you go on the snow ?
you did go on the swing at the park ; did you go on the swing at the park ?
you did go on the train or come back on the train ; did you go on the train or come back on the train ?
you did go out on a pig farm ; did you go out on a pig farm ?
you did go out today ; did you go out today ?
you did go out yesterday ; did you go out yesterday ?
you did go outside at nursery school ; did you go outside at nursery school ?
you did go outside to the beach this weekend ; did you go outside to the beach this weekend ?
you did go over to the library in the snow ; did you go over to the library in the snow ?
you did go play in the snow ; did you go play in the snow ?
you did go riding on a pony yesterday ; did you go riding on a pony yesterday ?
you did go see Doctor Hartzell on Friday ; did you go see Doctor Hartzell on Friday ?
you did go see Dr Hartzell ; did you go see Dr Hartzell ?
you did go see Santa_Claus ; did you go see Santa_Claus ?
you did go see the queen ; did you go see the queen ?
you did go shopping ; did you go shopping ?
you did go somewhere ; did you go somewhere ?
you did go swimming ; did you go swimming ?
you did go to a birthday party after yours on Saturday ; did you go to a birthday party after yours on Saturday ?
you did go to a birthday party this weekend ; did you go to a birthday party this weekend ?
you did go to a birthday party yesterday ; did you go to a birthday party yesterday ?
you did go to Cambridge to see Nonna ; did you go to Cambridge to see Nonna ?
you did go to dancing school ; did you go to dancing school ?
you did go to England ; did you go to England ?
you did go to Ground Round with Matthew ; did you go to Ground Round with Matthew ?
you did go to his house in providence ; did you go to his house in providence ?
you did go to Rachel 's home yesterday ; did you go to Rachel 's home yesterday ?
you did go to school this morning ; did you go to school this morning ?
you did go to school today ; did you go to school today ?
you did go to sleep ; did you go to sleep ?
you did go to the beach ; did you go to the beach ?
you did go to the beach ; did you go to the beach ?
you did go to the beach and dig holes ; did you go to the beach and dig holes ?
you did go to the beach in Wellfleet ; did you go to the beach in Wellfleet ?
you did go to the beach this week ; did you go to the beach this week ?
you did go to the beach with Nola ; did you go to the beach with Nola ?
you did go to the circus ; did you go to the circus ?
you did go to the doctor ; did you go to the doctor ?
you did go to the lake ; did you go to the lake ?
you did go to the park ; did you go to the park ?
you did go to the park with Daddy ; did you go to the park with Daddy ?
you did go to the park yesterday ; did you go to the park yesterday ?
you did go to the store last night ; did you go to the store last night ?
you did go to the store last night ; did you go to the store last night ?
you did go to the zoo ; did you go to the zoo ?
you did go to the zoo with Nonno ; did you go to the zoo with Nonno ?
you did go up an escalator in the store ; did you go up an escalator in the store ?
you did go up real high ; did you go up real high ?
you did go with Barbara yesterday to the park ; did you go with Barbara yesterday to the park ?
you did go with Miriam to the zoo ; did you go with Miriam to the zoo ?
you did go with Nonna to the park when she was here ; did you go with Nonna to the park when she was here ?
you did go with Nonna to the store ; did you go with Nonna to the store ?
you did go with your daddy to the zoo ; did you go with your daddy to the zoo ?
you did guess ; did you guess ?
you did have a bath last night ; did you have a bath last night ?
you did have a bath tonight ; did you have a bath tonight ?
you did have a big birthday cake ; did you have a big birthday cake ?
you did have a cake for your birthday ; did you have a cake for your birthday ?
you did have a cold ; did you have a cold ?
you did have a different Adam at school today ; did you have a different Adam at school today ?
you did have a dream ; did you have a dream ?
you did have a dream ; did you have a dream ?
you did have a ghost at school ; did you have a ghost at school ?
you did have a good Christmas ; did you have a good Christmas ?
you did have a good little nappy ; did you have a good little nappy ?
you did have a good nap ; did you have a good nap ?
you did have a good nap ; did you have a good nap ?
you did have a good rest ; did you have a good rest ?
you did have a good rest ; did you have a good rest ?
you did have a good rest ; did you have a good rest ?
you did have a good rest ; did you have a good rest ?
you did have a good sleep ; did you have a good sleep ?
you did have a good sleep last night ; did you have a good sleep last night ?
you did have a good supper ; did you have a good supper ?
you did have a good time ; did you have a good time ?
you did have a good time ; did you have a good time ?
you did have a good time ; did you have a good time ?
you did have a good time at Barbara 's house ; did you have a good time at Barbara 's house ?
you did have a good time at their house yesterday ; did you have a good time at their house yesterday ?
you did have a good time in Wellfleet ; did you have a good time in Wellfleet ?
you did have a good time playing in the sand ; did you have a good time playing in the sand ?
you did have a kitty at your other house ; did you have a kitty at your other house ?
you did have a mouse like that ; did you have a mouse like that ?
you did have a nap this afternoon ; did you have a nap this afternoon ?
you did have a nice nap ; did you have a nice nap ?
you did have a nice time in Pembroke ; did you have a nice time in Pembroke ?
you did have a pillow ; did you have a pillow ?
you did have a poopoo there ; did you have a poopoo there ?
you did have a pumpkin at Halloween ; did you have a pumpkin at Halloween ?
you did have a ride on your boat today ; did you have a ride on your boat today ?
you did have a seat belt ; did you have a seat belt ?
you did have a shampoo last night ; did you have a shampoo last night ?
you did have a splinter yesterday ; did you have a splinter yesterday ?
you did have a story about that at school ; did you have a story about that at school ?
you did have a visitor ; did you have a visitor ?
you did have any before ; did you have any before ?
you did have any fruits ; did you have any fruits ?
you did have any more ; did you have any more ?
you did have bacon at the restaurant the other day ; did you have bacon at the restaurant the other day ?
you did have bacon the other day at the pancake house ; did you have bacon the other day at the pancake house ?
you did have breakfast yet ; did you have breakfast yet ?
you did have children eat lunch with you today ; did you have children eat lunch with you today ?
you did have company yesterday ; did you have company yesterday ?
you did have cupcakes ; did you have cupcakes ?
you did have eggs this morning ; did you have eggs this morning ?
you did have elephant stew ; did you have elephant stew ?
you did have fun ; did you have fun ?
you did have fun at Maggie 's house today ; did you have fun at Maggie 's house today ?
you did have fun at the zoo ; did you have fun at the zoo ?
you did have fun chasing him ; did you have fun chasing him ?
you did have fun in your bath ; did you have fun in your bath ?
you did have fun playing outside this morning ; did you have fun playing outside this morning ?
you did have fun playing with your tiger mask at school ; did you have fun playing with your tiger mask at school ?
you did have fun swimming ; did you have fun swimming ?
you did have fun today ; did you have fun today ?
you did have fun with Linda and David ; did you have fun with Linda and David ?
you did have fun with Michael ; did you have fun with Michael ?
you did have icecream at your birthday ; did you have icecream at your birthday ?
you did have it in the house last year ; did you have it in the house last year ?
you did have little ones too ; did you have little ones too ?
you did have many children at your birthday party ; did you have many children at your birthday party ?
you did have some ; did you have some ?
you did have some already this morning ; did you have some already this morning ?
you did have some helpers today ; did you have some helpers today ?
you did have some in your lunch box ; did you have some in your lunch box ?
you did have some peas ; did you have some peas ?
you did have some the other day ; did you have some the other day ?
you did have someone come for supper last night ; did you have someone come for supper last night ?
you did have something else to eat at Ellen 's house ; did you have something else to eat at Ellen 's house ?
you did have tea and sugar and milk at Mrs Wood 's house ; did you have tea and sugar and milk at Mrs Wood 's house ?
you did have tea in your cup ; did you have tea in your cup ?
you did have that ; did you have that ?
you did have that red pencil in your mouth ; did you have that red pencil in your mouth ?
you did have the brush ; did you have the brush ?
you did have to run to look for them ; did you have to run to look for them ?
you did have to wear boots in providence ; did you have to wear boots in providence ?
you did have your own room ; did you have your own room ?
you did have your Wheaties this morning ; did you have your Wheaties this morning ?
you did hear a horn this morning ; did you hear a horn this morning ?
you did hear hear something ; did you hear hear something ?
you did hear her ; did you hear her ?
you did hear it ; did you hear it ?
you did hear the bird ; did you hear the bird ?
you did hear the doggie ; did you hear the doggie ?
you did hear the phone ; did you hear the phone ?
you did hear the train whistle ; did you hear the train whistle ?
you did hear the truck ; did you hear the truck ?
you did hear the truck ; did you hear the truck ?
you did hear what she was ; did you hear what she was ?
you did help ; did you help ?
you did help me ; did you help me ?
you did help me eat my french fries ; did you help me eat my french fries ?
you did help me find it ; did you help me find it ?
you did help me fix it yesterday ; did you help me fix it yesterday ?
you did help Mommy wrap the present ; did you help Mommy wrap the present ?
you did help Mummy with the shoes ; did you help Mummy with the shoes ?
you did help wash the oysters ; did you help wash the oysters ?
you did hit something ; did you hit something ?
you did hit your head ; did you hit your head ?
you did hit your head in the car just now ; did you hit your head in the car just now ?
you did hold it all by yourself ; did you hold it all by yourself ?
you did hold the baby chicks ; did you hold the baby chicks ?
you did hug him ; did you hug him ?
you did hurt the floor ; did you hurt the floor ?
you did hurt your finger ; did you hurt your finger ?
you did hurt your head when you fell ; did you hurt your head when you fell ?
you did hurt your knee again ; did you hurt your knee again ?
you did hurt yourself ; did you hurt yourself ?
you did hurt yourself when you fell ; did you hurt yourself when you fell ?
you did jump into the hole ; did you jump into the hole ?
you did jump somewhere ; did you jump somewhere ?
you did just do an uhoh ; did you just do an uhoh ?
you did just fall off me ; did you just fall off me ?
you did just get one doll ; did you just get one doll ?
you did just get up ; did you just get up ?
you did just get up ; did you just get up ?
you did just have a nice big drink ; did you just have a nice big drink ?
you did just pee on Daddy ; did you just pee on Daddy ?
you did just roll again ; did you just roll again ?
you did keep it in the peel ; did you keep it in the peel ?
you did knead it ; did you knead it ?
you did know all about vehicles before ; did you know all about vehicles before ?
you did know her father is Robin 's grandfather ; did you know her father is Robin 's grandfather ?
you did know that 's Millisandy ; did you know that 's Millisandy ?
you did know that Millisandy was yelling about the cold ; did you know that Millisandy was yelling about the cold ?
you did know you forgot to sing ; did you know you forgot to sing ?
you did know you were a baby once ; did you know you were a baby once ?
you did learn another one today ; did you learn another one today ?
you did learn how ; did you learn how ?
you did learn how to swim ; did you learn how to swim ?
you did learn that from Humm the hamster ; did you learn that from Humm the hamster ?
you did learn that on Sesame_Street ; did you learn that on Sesame_Street ?
you did learn that song at home ; did you learn that song at home ?
you did learn them in school ; did you learn them in school ?
you did learn to swim ; did you learn to swim ?
you did let the lady in the house ; did you let the lady in the house ?
you did like cape cod ; did you like cape cod ?
you did like em ; did you like em ?
you did like going to the beach ; did you like going to the beach ?
you did like going to the beach with Linda ; did you like going to the beach with Linda ?
you did like going to the sands ; did you like going to the sands ?
you did like it ; did you like it ?
you did like it ; did you like it ?
you did like it ; did you like it ?
cha did like reading the book ; did you like reading the book ?
you did like Santa_Claus ; did you like Santa_Claus ?
you did like swimming in the bay or on the lake better ; did you like swimming in the bay or on the lake better ?
you did like that bean cake ; did you like that bean cake ?
you did like that boat that you went in ; did you like that boat that you went in ?
you did like that doll ; did you like that doll ?
you did like that play ; did you like that play ?
you did like the aquarium ; did you like the aquarium ?
you did like the balloon that you blow up ; did you like the balloon that you blow up ?
you did like the big sheep ; did you like the big sheep ?
you did like the big sheep ; did you like the big sheep ?
you did like the cake I made for you for your birthday ; did you like the cake I made for you for your birthday ?
you did like the casserole that I made ; did you like the casserole that I made ?
you did like the casserole that Mommy made for supper ; did you like the casserole that Mommy made for supper ?
you did like the horse ; did you like the horse ?
you did like the liver ; did you like the liver ?
you did like the merrygoround ; did you like the merrygoround ?
you did like the new school ; did you like the new school ?
you did like the train ride at the zoo ; did you like the train ride at the zoo ?
you did like the zoo ; did you like the zoo ?
you did like them ; did you like them ?
you did like those cookies Joan made ; did you like those cookies Joan made ?
you did like to eat them ; did you like to eat them ?
you did like to have your hair cut yesterday ; did you like to have your hair cut yesterday ?
you did like your valentine ; did you like your valentine ?
you did listen to her tummy ; did you listen to her tummy ?
you did look ; did you look ?
you did look behind you ; did you look behind you ?
you did look behind you ; did you look behind you ?
you did look both ways crossing the street when you went down to Phil 's ; did you look both ways crossing the street when you went down to Phil 's ?
you did look for easter eggs ; did you look for easter eggs ?
you did look for easter eggs with Beth ; did you look for easter eggs with Beth ?
you did look in the mirror ; did you look in the mirror ?
you did look in your basket ; did you look in your basket ?
you did look on the back ; did you look on the back ?
you did look out the window and see that it is n't there ; did you look out the window and see that it is n't there ?
you did lose a tooth ; did you lose a tooth ?
you did lose any teeth yet ; did you lose any teeth yet ?
you did lose one ; did you lose one ?
you did lose your tire ; did you lose your tire ?
you did lose your tongue ; did you lose your tongue ?
you did love to swim ; did you love to swim ?
you did make ; did you make ?
you did make a bracelet ; did you make a bracelet ?
you did make a cake and cup cakes ; did you make a cake and cup cakes ?
you did make a castle ; did you make a castle ?
you did make a castle in the sand box ; did you make a castle in the sand box ?
you did make a castle in the sand box or a hole ; did you make a castle in the sand box or a hole ?
you did make a great big hole ; did you make a great big hole ?
you did make a hole in the clay ; did you make a hole in the clay ?
you did make a picture ; did you make a picture ?
you did make a picture at school ; did you make a picture at school ?
you did make a poopoo in the toilet like Leila ; did you make a poopoo in the toilet like Leila ?
you did make a pumpkin yesterday ; did you make a pumpkin yesterday ?
you did make a puzzle the other night ; did you make a puzzle the other night ?
you did make a snowman ; did you make a snowman ?
you did make a snowman too ; did you make a snowman too ?
you did make a table ; did you make a table ?
you did make a tail ; did you make a tail ?
you did make a whole somersault ; did you make a whole somersault ?
you did make another mistake ; did you make another mistake ?
you did make candles yesterday ; did you make candles yesterday ?
you did make houses in Rachel 's room ; did you make houses in Rachel 's room ?
you did make it at home ; did you make it at home ?
you did make it at Maggie 's house ; did you make it at Maggie 's house ?
you did make it for her ; did you make it for her ?
you did make me blue ; did you make me blue ?
you did make mud pies over at the park ; did you make mud pies over at the park ?
you did make one ; did you make one ?
you did make one before ever ; did you make one before ever ?
you did make pies ; did you make pies ?
you did make some at school ; did you make some at school ?
you did make something ; did you make something ?
you did make something ; did you make something ?
you did make that ; did you make that ?
you did make that ; did you make that ?
you did make that ; did you make that ?
you did make that one up yourself ; did you make that one up yourself ?
you did make that up ; did you make that up ?
you did make that up ; did you make that up ?
you did make that yourself ; did you make that yourself ?
you did make the clown jump ; did you make the clown jump ?
you did make them shake ; did you make them shake ?
you did make things ; did you make things ?
you did make this toy ; did you make this toy ?
you did meet some friends there ; did you meet some friends there ?
you did meet some people ; did you meet some people ?
you did miss a page ; did you miss a page ?
you did miss me ; did you miss me ?
you did miss me today ; did you miss me today ?
you did miss mommy ; did you miss mommy ?
you did miss Mommy ; did you miss Mommy ?
you did miss one ; did you miss one ?
you did miss the big rabbit ; did you miss the big rabbit ?
you did miss your doggy ; did you miss your doggy ?
you did name that doll ; did you name that doll ?
you did offer Investigator any raisins ; did you offer Investigator any raisins ?
you did open up the barn now for them ; did you open up the barn now for them ?
you did paint ; did you paint ?
you did paint that already ; did you paint that already ?
you did pass the picture ; did you pass the picture ?
you did pat the baby goat ; did you pat the baby goat ?
you did pay for the gas ; did you pay for the gas ?
you did pedal it ; did you pedal it ?
you did pick a flower the other day ; did you pick a flower the other day ?
you did pick all of them up ; did you pick all of them up ?
you did pick anything ; did you pick anything ?
you did pick em out ; did you pick em out ?
you did pick him up ; did you pick him up ?
you did pick him up right ; did you pick him up right ?
you did pick the screws up ; did you pick the screws up ?
you did pick up snails ; did you pick up snails ?
you did plant them ; did you plant them ?
you did play a game with that ; did you play a game with that ?
you did play at Spencer 's house on a bicycle ; did you play at Spencer 's house on a bicycle ?
you did play catch with Linda ; did you play catch with Linda ?
you did play games at the party ; did you play games at the party ?
you did play in Rachel 's room too ; did you play in Rachel 's room too ?
you did play in the bathtub yesterday ; did you play in the bathtub yesterday ?
you did play in the bathtub yesterday ; did you play in the bathtub yesterday ?
you did play in the sand ; did you play in the sand ?
you did play in the sand ; did you play in the sand ?
you did play in the sand at the park ; did you play in the sand at the park ?
you did play in the sand box ; did you play in the sand box ?
you did play in the sand there ; did you play in the sand there ?
you did play in the sand today ; did you play in the sand today ?
you did play it too ; did you play it too ?
you did play nurse and doctor today with Spencer ; did you play nurse and doctor today with Spencer ?
you did play outside ; did you play outside ?
you did play outside when it was raining ; did you play outside when it was raining ?
you did play some games or eat some food at the birthday ; did you play some games or eat some food at the birthday ?
you did play tag with Mommy on the beach ; did you play tag with Mommy on the beach ?
you did play this morning when Mommy was sleeping ; did you play this morning when Mommy was sleeping ?
you did play under the sprinkler yesterday with the hose ; did you play under the sprinkler yesterday with the hose ?
you did play with a squirrel at Nonna 's house ; did you play with a squirrel at Nonna 's house ?
you did play with all little kids ; did you play with all little kids ?
you did play with Ari ; did you play with Ari ?
you did play with Bob and Scott ; did you play with Bob and Scott ?
you did play with Gilly 's daddy ; did you play with Gilly 's daddy ?
you did play with Heidi at Gail 's house yesterday ; did you play with Heidi at Gail 's house yesterday ?
you did play with her ; did you play with her ?
you did play with her in the house or outside ; did you play with her in the house or outside ?
you did play with her yesterday ; did you play with her yesterday ?
you did play with him ; did you play with him ?
you did play with it ; did you play with it ?
you did play with it inside or outside ; did you play with it inside or outside ?
you did play with Linda yesterday ; did you play with Linda yesterday ?
you did play with marbles with cousin George ; did you play with marbles with cousin George ?
you did play with Piper ; did you play with Piper ?
you did play with Rachel and Becca ; did you play with Rachel and Becca ?
you did play with Rachel and Becca yesterday ; did you play with Rachel and Becca yesterday ?
you did play with the doll house yesterday ; did you play with the doll house yesterday ?
you did play with the kitties ; did you play with the kitties ?
you did play with the kitty at Colby 's house ; did you play with the kitty at Colby 's house ?
